,location,voters,spoiltvotes,votes,Зеленський Володимир,Порошенко Петро,tvk,region
0,1,296,30,254,92,162,1,Донецька область
1,2,319,14,303,132,171,2,Донецька область
2,3,366,9,321,187,134,3,Донецька область
3,4,920,26,888,305,583,4,Донецька область
4,5,316,15,260,97,163,5,Донецька область
5,6,556,8,467,305,162,6,Донецька область
6,140566,2095,34,950,776,174,140566,Донецька область
7,140567,611,2,134,70,64,140567,Донецька область
8,140568,1014,16,769,447,322,140568,Донецька область
9,140569,1463,33,679,518,161,140569,Донецька область
10,140570,1574,30,727,628,99,140570,Донецька область
11,140572,622,7,287,227,60,140572,Донецька область
12,140573,491,1,214,176,38,140573,Донецька область
13,140574,726,22,438,359,79,140574,Донецька область
14,140575,1309,31,624,429,195,140575,Донецька область
15,140576,419,2,302,203,99,140576,Донецька область
16,140577,1723,48,908,666,242,140577,Донецька область
17,140578,782,6,572,337,235,140578,Донецька область
18,140579,1845,7,497,235,262,140579,Донецька область
19,140580,554,9,312,238,74,140580,Донецька область
20,140582,693,3,478,295,183,140582,Донецька область
21,140585,564,1,247,153,94,140585,Донецька область
22,140587,969,21,372,348,24,140587,Донецька область
23,140588,1394,17,492,443,49,140588,Донецька область
24,140589,912,16,352,318,34,140589,Донецька область
25,140590,956,19,365,343,22,140590,Донецька область
26,140591,1199,21,493,438,55,140591,Донецька область
27,140592,1005,15,385,350,35,140592,Донецька область
28,140593,1209,18,446,411,35,140593,Донецька область
29,140594,1897,44,800,730,70,140594,Донецька область
30,140595,2147,13,825,761,64,140595,Донецька область
31,140596,1822,40,783,712,71,140596,Донецька область
32,140597,1093,20,479,439,40,140597,Донецька область
33,140598,1954,30,762,681,81,140598,Донецька область
34,140599,2044,31,857,793,64,140599,Донецька область
35,140600,1852,28,761,704,57,140600,Донецька область
36,140601,1949,33,832,762,70,140601,Донецька область
37,140602,1985,37,872,787,85,140602,Донецька область
38,1,602,52,550,537,13,1,Донецька область
39,2,256,8,222,167,55,2,Донецька область
40,3,227,6,182,125,57,3,Донецька область
41,4,210,2,202,139,63,4,Донецька область
42,5,332,37,292,107,185,5,Донецька область
43,6,714,26,676,423,253,6,Донецька область
44,7,864,247,464,263,201,7,Донецька область
45,8,484,20,457,206,251,8,Донецька область
46,9,261,24,214,124,90,9,Донецька область
47,10,638,36,560,300,260,10,Донецька область
48,11,870,12,807,328,479,11,Донецька область
49,12,180,13,165,79,86,12,Донецька область
50,13,574,20,530,339,191,13,Донецька область
51,140041,989,9,455,419,36,140041,Донецька область
52,140042,1458,7,703,653,50,140042,Донецька область
53,140043,1487,16,764,718,46,140043,Донецька область
54,140044,1393,9,676,629,47,140044,Донецька область
55,140045,1502,12,756,703,53,140045,Донецька область
56,140046,839,6,387,367,20,140046,Донецька область
57,140047,738,9,368,300,68,140047,Донецька область
58,140048,873,6,421,348,73,140048,Донецька область
59,140049,242,2,121,105,16,140049,Донецька область
60,140050,243,2,131,101,30,140050,Донецька область
61,140051,836,8,432,404,28,140051,Донецька область
62,140052,597,3,337,314,23,140052,Донецька область
63,140053,439,4,185,174,11,140053,Донецька область
64,140054,253,4,153,140,13,140054,Донецька область
65,140055,588,9,399,262,137,140055,Донецька область
66,140056,806,7,387,362,25,140056,Донецька область
67,140057,326,13,178,154,24,140057,Донецька область
68,140058,1005,14,594,487,107,140058,Донецька область
69,140059,916,14,660,451,209,140059,Донецька область
70,140060,569,4,368,342,26,140060,Донецька область
71,140061,565,8,346,296,50,140061,Донецька область
72,140062,503,5,306,289,17,140062,Донецька область
73,140063,146,0,100,65,35,140063,Донецька область
74,140064,396,3,215,179,36,140064,Донецька область
75,140066,583,6,307,279,28,140066,Донецька область
76,140067,370,1,138,131,7,140067,Донецька область
77,140068,1225,15,718,672,46,140068,Донецька область
78,140069,420,5,229,194,35,140069,Донецька область
79,140070,730,6,365,354,11,140070,Донецька область
80,140071,451,5,232,215,17,140071,Донецька область
81,140073,1904,23,765,724,41,140073,Донецька область
82,140074,1255,18,606,559,47,140074,Донецька область
83,140075,1462,11,822,744,78,140075,Донецька область
84,140076,218,4,125,110,15,140076,Донецька область
85,140077,220,3,166,146,20,140077,Донецька область
86,140078,343,0,196,186,10,140078,Донецька область
87,140079,502,4,283,261,22,140079,Донецька область
88,140080,512,3,282,265,17,140080,Донецька область
89,140081,1479,16,921,867,54,140081,Донецька область
90,140082,309,5,137,121,16,140082,Донецька область
91,140083,278,3,180,165,15,140083,Донецька область
92,140084,489,4,335,261,74,140084,Донецька область
93,140085,511,4,267,243,24,140085,Донецька область
94,140086,972,8,500,476,24,140086,Донецька область
95,140603,615,7,318,292,26,140603,Донецька область
96,140604,1461,17,791,738,53,140604,Донецька область
97,140605,1589,26,883,789,94,140605,Донецька область
98,140606,1341,14,757,705,52,140606,Донецька область
99,140607,986,17,507,450,57,140607,Донецька область
100,140608,749,9,379,350,29,140608,Донецька область
101,140609,1009,29,667,538,129,140609,Донецька область
102,140610,840,15,479,416,63,140610,Донецька область
103,140611,1183,10,689,644,45,140611,Донецька область
104,140612,1146,27,642,569,73,140612,Донецька область
105,140613,1372,20,845,753,92,140613,Донецька область
106,140614,888,10,533,466,67,140614,Донецька область
107,140615,1413,20,847,781,66,140615,Донецька область
108,140616,1743,24,996,917,79,140616,Донецька область
109,140617,1873,23,930,841,89,140617,Донецька область
110,140618,2013,31,1187,1106,81,140618,Донецька область
111,140619,995,16,582,514,68,140619,Донецька область
112,140620,1321,12,774,713,61,140620,Донецька область
113,140621,1460,24,816,757,59,140621,Донецька область
114,140622,1173,23,680,614,66,140622,Донецька область
115,140623,1564,30,896,829,67,140623,Донецька область
116,140624,1920,35,1109,1021,88,140624,Донецька область
117,140625,2123,32,1252,1158,94,140625,Донецька область
118,140626,2056,25,1195,1086,109,140626,Донецька область
119,140627,1791,29,1000,920,80,140627,Донецька область
120,140628,1779,29,998,905,93,140628,Донецька область
121,140629,1166,21,620,569,51,140629,Донецька область
122,140630,1585,22,826,743,83,140630,Донецька область
123,140631,1514,22,848,775,73,140631,Донецька область
124,140632,1636,31,883,800,83,140632,Донецька область
125,140633,1146,23,638,581,57,140633,Донецька область
126,140634,1323,13,813,767,46,140634,Донецька область
127,140635,1451,21,791,750,41,140635,Донецька область
128,140636,1871,34,1050,973,77,140636,Донецька область
129,140637,1576,20,824,760,64,140637,Донецька область
130,140638,1696,30,945,877,68,140638,Донецька область
131,140639,2143,21,1151,1076,75,140639,Донецька область
132,140641,1816,18,936,897,39,140641,Донецька область
133,140642,441,7,278,250,28,140642,Донецька область
134,140643,536,7,250,244,6,140643,Донецька область
135,140644,882,4,407,382,25,140644,Донецька область
136,140645,1836,19,1146,1087,59,140645,Донецька область
137,140646,1865,27,1141,1094,47,140646,Донецька область
138,140647,1636,22,904,857,47,140647,Донецька область
139,140648,841,7,407,391,16,140648,Донецька область
140,140649,854,12,393,383,10,140649,Донецька область
141,140650,1083,19,498,457,41,140650,Донецька область
142,140651,753,3,383,322,61,140651,Донецька область
143,140652,894,12,416,373,43,140652,Донецька область
144,140653,882,11,420,378,42,140653,Донецька область
145,140654,675,13,357,306,51,140654,Донецька область
146,140655,627,7,291,239,52,140655,Донецька область
147,140656,725,7,365,320,45,140656,Донецька область
148,140657,1523,21,741,696,45,140657,Донецька область
149,140658,899,6,484,436,48,140658,Донецька область
150,140659,929,9,526,480,46,140659,Донецька область
151,140660,1276,16,640,599,41,140660,Донецька область
152,140661,112,2,106,93,13,140661,Донецька область
153,141098,1996,36,1167,1056,111,141098,Донецька область
154,141099,1769,34,1063,973,90,141099,Донецька область
155,141100,1486,18,883,807,76,141100,Донецька область
156,141101,1451,24,837,793,44,141101,Донецька область
157,141102,804,6,414,363,51,141102,Донецька область
158,141103,279,5,173,147,26,141103,Донецька область
159,141104,1278,10,755,683,72,141104,Донецька область
160,141105,965,10,562,512,50,141105,Донецька область
161,141106,1190,13,567,513,54,141106,Донецька область
162,141107,1227,18,654,595,59,141107,Донецька область
163,141108,860,9,428,410,18,141108,Донецька область
164,141109,667,36,350,316,34,141109,Донецька область
165,141110,1749,18,924,875,49,141110,Донецька область
166,141111,1377,15,710,659,51,141111,Донецька область
167,141112,1256,8,677,646,31,141112,Донецька область
168,141113,1791,9,996,933,63,141113,Донецька область
169,141114,284,3,174,122,52,141114,Донецька область
170,141115,213,1,163,92,71,141115,Донецька область
171,141116,427,3,254,238,16,141116,Донецька область
172,141117,253,2,173,123,50,141117,Донецька область
173,141118,152,2,105,60,45,141118,Донецька область
174,141119,239,4,166,113,53,141119,Донецька область
175,141120,909,7,456,427,29,141120,Донецька область
176,141121,706,3,352,327,25,141121,Донецька область
177,141122,373,0,204,175,29,141122,Донецька область
178,141123,973,14,591,535,56,141123,Донецька область
179,141124,1024,10,533,505,28,141124,Донецька область
180,141125,1048,10,535,467,68,141125,Донецька область
181,141126,558,8,275,251,24,141126,Донецька область
182,141127,270,1,147,132,15,141127,Донецька область
183,141128,1067,12,685,612,73,141128,Донецька область
184,141129,1330,16,777,687,90,141129,Донецька область
185,141130,149,3,117,98,19,141130,Донецька область
186,141131,718,5,394,340,54,141131,Донецька область
187,141132,682,3,344,302,42,141132,Донецька область
188,141133,335,3,188,154,34,141133,Донецька область
189,141134,955,9,653,477,176,141134,Донецька область
190,141135,854,10,393,372,21,141135,Донецька область
191,141136,173,2,87,79,8,141136,Донецька область
192,141137,314,4,151,128,23,141137,Донецька область
193,141138,569,2,298,267,31,141138,Донецька область
194,141139,945,14,580,524,56,141139,Донецька область
195,141140,425,2,236,214,22,141140,Донецька область
196,141141,439,2,254,235,19,141141,Донецька область
197,141142,386,3,251,220,31,141142,Донецька область
198,141143,80,0,78,62,16,141143,Донецька область
199,141144,57,1,44,40,4,141144,Донецька область
200,142443,96,4,92,86,6,142443,Донецька область
201,1,63,1,60,50,10,1,Донецька область
202,140393,1479,18,1108,794,314,140393,Донецька область
203,140394,1450,16,991,811,180,140394,Донецька область
204,140395,379,2,316,211,105,140395,Донецька область
205,140396,952,6,611,496,115,140396,Донецька область
206,140397,535,4,365,308,57,140397,Донецька область
207,140398,607,7,335,288,47,140398,Донецька область
208,140399,452,4,294,255,39,140399,Донецька область
209,140400,1356,17,828,777,51,140400,Донецька область
210,140401,417,2,248,225,23,140401,Донецька область
211,140402,655,7,477,365,112,140402,Донецька область
212,140403,642,6,497,418,79,140403,Донецька область
213,140404,484,2,308,277,31,140404,Донецька область
214,140405,375,3,243,219,24,140405,Донецька область
215,140406,654,2,394,357,37,140406,Донецька область
216,140407,685,13,464,380,84,140407,Донецька область
217,140408,511,7,302,284,18,140408,Донецька область
218,140409,870,10,526,494,32,140409,Донецька область
219,140410,605,9,431,339,92,140410,Донецька область
220,140411,1004,9,658,616,42,140411,Донецька область
221,140433,857,8,500,464,36,140433,Донецька область
222,140434,429,4,239,224,15,140434,Донецька область
223,140435,524,10,252,232,20,140435,Донецька область
224,140436,1531,16,879,825,54,140436,Донецька область
225,140437,985,14,521,480,41,140437,Донецька область
226,140438,652,7,385,349,36,140438,Донецька область
227,140439,515,11,349,330,19,140439,Донецька область
228,140440,1166,8,584,540,44,140440,Донецька область
229,140441,1613,10,734,656,78,140441,Донецька область
230,140442,1405,14,784,722,62,140442,Донецька область
231,140443,1433,12,797,740,57,140443,Донецька область
232,140444,1197,15,729,651,78,140444,Донецька область
233,140445,831,4,515,407,108,140445,Донецька область
234,140446,466,7,236,214,22,140446,Донецька область
235,140447,361,0,214,193,21,140447,Донецька область
236,140448,838,6,376,354,22,140448,Донецька область
237,140449,1508,15,762,698,64,140449,Донецька область
238,140450,1108,16,706,661,45,140450,Донецька область
239,140451,469,12,313,265,48,140451,Донецька область
240,140452,414,7,229,209,20,140452,Донецька область
241,140453,823,9,416,382,34,140453,Донецька область
242,140454,392,3,241,217,24,140454,Донецька область
243,140455,367,2,210,182,28,140455,Донецька область
244,140456,523,5,241,218,23,140456,Донецька область
245,140457,622,18,319,271,48,140457,Донецька область
246,140458,786,9,309,289,20,140458,Донецька область
247,140459,422,8,232,213,19,140459,Донецька область
248,140460,637,4,380,357,23,140460,Донецька область
249,140461,504,8,275,257,18,140461,Донецька область
250,140462,1040,19,539,502,37,140462,Донецька область
251,141184,1519,14,690,634,56,141184,Донецька область
252,141185,1824,25,844,783,61,141185,Донецька область
253,141186,1643,28,875,782,93,141186,Донецька область
254,141187,1809,21,949,821,128,141187,Донецька область
255,141188,1162,12,614,557,57,141188,Донецька область
256,141189,1968,33,1124,988,136,141189,Донецька область
257,141190,1700,28,940,837,103,141190,Донецька область
258,141191,1696,31,842,759,83,141191,Донецька область
259,141192,1636,24,864,782,82,141192,Донецька область
260,141193,1861,36,991,890,101,141193,Донецька область
261,141194,1297,25,654,594,60,141194,Донецька область
262,141195,1663,26,908,806,102,141195,Донецька область
263,141196,1865,33,1065,946,119,141196,Донецька область
264,141197,2030,29,1156,1030,126,141197,Донецька область
265,141198,1710,36,1033,880,153,141198,Донецька область
266,141199,1260,23,742,645,97,141199,Донецька область
267,141200,2003,34,1193,1050,143,141200,Донецька область
268,141201,2170,28,1225,1077,148,141201,Донецька область
269,141202,1518,15,778,681,97,141202,Донецька область
270,141203,1496,16,696,598,98,141203,Донецька область
271,141204,1868,29,901,829,72,141204,Донецька область
272,141205,1925,27,1081,997,84,141205,Донецька область
273,141206,1771,28,959,860,99,141206,Донецька область
274,141207,1766,27,961,863,98,141207,Донецька область
275,141208,998,15,498,446,52,141208,Донецька область
276,141209,1399,14,828,727,101,141209,Донецька область
277,141210,2029,26,1224,1090,134,141210,Донецька область
278,141211,2146,32,1268,1133,135,141211,Донецька область
279,141212,2280,28,1321,1183,138,141212,Донецька область
280,141213,2149,33,1208,1078,130,141213,Донецька область
281,141214,2297,29,1249,1153,96,141214,Донецька область
282,141215,445,7,223,210,13,141215,Донецька область
283,141216,2081,29,1163,1018,145,141216,Донецька область
284,141217,1825,27,885,775,110,141217,Донецька область
285,141218,1971,32,1112,970,142,141218,Донецька область
286,141219,1723,28,914,825,89,141219,Донецька область
287,141220,1340,21,713,635,78,141220,Донецька область
288,141221,1704,26,1061,932,129,141221,Донецька область
289,141222,1466,24,794,738,56,141222,Донецька область
290,141223,1567,10,621,571,50,141223,Донецька область
291,141224,1155,15,596,555,41,141224,Донецька область
292,141225,1624,23,917,828,89,141225,Донецька область
293,141226,2096,30,979,906,73,141226,Донецька область
294,141227,1287,15,716,649,67,141227,Донецька область
295,141228,1508,12,799,711,88,141228,Донецька область
296,141229,815,19,469,392,77,141229,Донецька область
297,141230,1167,11,623,576,47,141230,Донецька область
298,141231,1443,7,635,570,65,141231,Донецька область
299,141232,1861,25,913,835,78,141232,Донецька область
300,141233,1940,30,1025,937,88,141233,Донецька область
301,141234,1944,39,876,812,64,141234,Донецька область
302,141235,2020,24,1036,961,75,141235,Донецька область
303,141236,1832,32,909,844,65,141236,Донецька область
304,141237,1864,18,1104,999,105,141237,Донецька область
305,141238,1490,63,786,687,99,141238,Донецька область
306,141239,1273,24,762,661,101,141239,Донецька область
307,141240,18,0,18,13,5,141240,Донецька область
308,141241,14,0,14,8,6,141241,Донецька область
309,141243,12,0,12,6,6,141243,Донецька область
310,141244,125,15,102,76,26,141244,Донецька область
311,141245,25,0,18,12,6,141245,Донецька область
312,141246,39,0,38,30,8,141246,Донецька область
313,141247,57,0,49,36,13,141247,Донецька область
314,141248,132,3,118,104,14,141248,Донецька область
315,2,833,22,767,387,380,2,Донецька область
316,3,1923,53,1683,735,948,3,Донецька область
317,140970,1625,27,1024,907,117,140970,Донецька область
318,140971,1546,28,953,826,127,140971,Донецька область
319,140972,1678,21,1024,908,116,140972,Донецька область
320,140973,2004,41,1273,1121,152,140973,Донецька область
321,140974,1763,25,1067,953,114,140974,Донецька область
322,140975,1819,16,1070,958,112,140975,Донецька область
323,140976,2225,32,1229,1042,187,140976,Донецька область
324,140977,2220,32,1216,1042,174,140977,Донецька область
325,140978,1998,30,1235,1089,146,140978,Донецька область
326,140979,1800,24,1084,961,123,140979,Донецька область
327,140980,1829,29,1030,944,86,140980,Донецька область
328,140981,2037,21,1161,1036,125,140981,Донецька область
329,140982,1636,20,877,802,75,140982,Донецька область
330,140983,1962,24,1143,1059,84,140983,Донецька область
331,140984,2128,19,1187,1076,111,140984,Донецька область
332,140985,517,2,303,262,41,140985,Донецька область
333,140986,1708,26,771,689,82,140986,Донецька область
334,140987,1612,15,788,691,97,140987,Донецька область
335,140988,1596,18,795,713,82,140988,Донецька область
336,140989,1256,14,598,560,38,140989,Донецька область
337,140990,1348,24,761,703,58,140990,Донецька область
338,140991,2104,17,1049,932,117,140991,Донецька область
339,140992,1221,16,659,602,57,140992,Донецька область
340,140993,1387,19,804,746,58,140993,Донецька область
341,140994,1432,19,729,662,67,140994,Донецька область
342,140995,2070,18,1055,937,118,140995,Донецька область
343,140996,1714,21,864,783,81,140996,Донецька область
344,140997,1907,34,1112,995,117,140997,Донецька область
345,140998,2025,31,1079,948,131,140998,Донецька область
346,140999,1518,15,896,772,124,140999,Донецька область
347,141000,1460,14,835,718,117,141000,Донецька область
348,141001,2031,28,1103,994,109,141001,Донецька область
349,141002,1671,20,834,770,64,141002,Донецька область
350,141003,1484,27,748,681,67,141003,Донецька область
351,141004,1070,11,543,486,57,141004,Донецька область
352,141005,1152,10,552,483,69,141005,Донецька область
353,141006,2033,24,1164,1016,148,141006,Донецька область
354,141007,1643,23,809,731,78,141007,Донецька область
355,141008,1881,20,961,861,100,141008,Донецька область
356,141009,1649,16,894,793,101,141009,Донецька область
357,141010,1843,22,970,849,121,141010,Донецька область
358,141011,2006,24,1160,1014,146,141011,Донецька область
359,141012,1899,25,1063,921,142,141012,Донецька область
360,141013,1119,16,617,548,69,141013,Донецька область
361,141014,1123,11,557,488,69,141014,Донецька область
362,141015,1955,28,1127,958,169,141015,Донецька область
363,141016,1527,28,989,818,171,141016,Донецька область
364,141017,1630,20,944,829,115,141017,Донецька область
365,141018,1929,36,1131,965,166,141018,Донецька область
366,141019,1965,43,1112,962,150,141019,Донецька область
367,141020,1786,14,1023,885,138,141020,Донецька область
368,141021,1669,18,901,728,173,141021,Донецька область
369,141022,1928,32,1146,972,174,141022,Донецька область
370,141023,1814,25,1129,968,161,141023,Донецька область
371,141024,1953,21,1215,1038,177,141024,Донецька область
372,141025,1943,33,1247,1069,178,141025,Донецька область
373,141026,1818,33,1184,995,189,141026,Донецька область
374,141027,2050,32,1298,1111,187,141027,Донецька область
375,141028,2093,32,1241,1095,146,141028,Донецька область
376,141029,2164,36,1266,1091,175,141029,Донецька область
377,141030,1954,28,1215,1038,177,141030,Донецька область
378,141031,2091,41,1251,1087,164,141031,Донецька область
379,141032,1977,37,1199,1025,174,141032,Донецька область
380,141033,2111,20,1265,1112,153,141033,Донецька область
381,141034,1592,18,977,822,155,141034,Донецька область
382,141035,1907,22,1180,1014,166,141035,Донецька область
383,141036,1781,34,1110,927,183,141036,Донецька область
384,141037,1535,24,922,805,117,141037,Донецька область
385,141038,1636,29,1034,893,141,141038,Донецька область
386,141039,1340,14,818,689,129,141039,Донецька область
387,141040,1845,29,1127,928,199,141040,Донецька область
388,141041,1624,23,956,831,125,141041,Донецька область
389,141042,1507,38,861,705,156,141042,Донецька область
390,141043,1692,26,988,876,112,141043,Донецька область
391,141044,1536,33,924,802,122,141044,Донецька область
392,141045,2047,33,1138,962,176,141045,Донецька область
393,141046,1288,24,751,644,107,141046,Донецька область
394,141047,1408,18,816,698,118,141047,Донецька область
395,141048,1524,24,951,770,181,141048,Донецька область
396,141049,1370,37,859,728,131,141049,Донецька область
397,141050,1477,26,881,734,147,141050,Донецька область
398,141051,2033,35,1239,1017,222,141051,Донецька область
399,141052,1959,32,1214,988,226,141052,Донецька область
400,141053,121,7,81,73,8,141053,Донецька область
401,141054,111,12,97,84,13,141054,Донецька область
402,141055,52,0,44,36,8,141055,Донецька область
403,141056,35,1,33,26,7,141056,Донецька область
404,141057,34,1,33,28,5,141057,Донецька область
